Department,Chart,Metric,Date,Volume,Result,Explanation
DOA,security_wait_times,% Security Wait Times Under Target,6/10/2015,,0.74,
DOA,security_wait_times,% Security Wait Times Under Target,7/10/2015,,0.67,
DOA,security_wait_times,% Security Wait Times Under Target,8/10/2015,,0.85,
DOA,security_wait_times,% Security Wait Times Under Target,9/10/2015,,0.91,
DOA,customs_processing_time,Average Customs Processing Time,1/10/2014,,9.08,
DOA,customs_processing_time,Average Customs Processing Time,2/10/2014,,8.93,
DOA,customs_processing_time,Average Customs Processing Time,3/10/2014,,11.45,
DOA,customs_processing_time,Average Customs Processing Time,4/10/2014,,12.9,
DOA,customs_processing_time,Average Customs Processing Time,5/10/2014,,10.45,
DOA,customs_processing_time,Average Customs Processing Time,6/10/2014,,8.75,
DOA,customs_processing_time,Average Customs Processing Time,7/10/2014,,8.5,
DOA,customs_processing_time,Average Customs Processing Time,8/10/2014,,9.5,
DOA,customs_processing_time,Average Customs Processing Time,10/10/2014,,8.75,
DOA,customs_processing_time,Average Customs Processing Time,1/10/2015,,9,
DOA,customs_processing_time,Average Customs Processing Time,2/10/2015,,10.78,
DOA,customs_processing_time,Average Customs Processing Time,3/10/2015,,9.27,
DOA,customs_processing_time,Average Customs Processing Time,4/10/2015,,15.33,
DOA,customs_processing_time,Average Customs Processing Time,5/10/2015,,15.75,
DOA,customs_processing_time,Average Customs Processing Time,6/10/2015,,13.4,
DOA,customs_processing_time,Average Customs Processing Time,7/10/2015,,17.65,
DOA,customs_processing_time,Average Customs Processing Time,8/10/2015,,17.78,
DOA,customs_processing_time,Average Customs Processing Time,9/10/2015,,13,
DOA,cargo_volume,Cargo Volume Change,1/10/2012,48095,-0.0418,
DOA,cargo_volume,Cargo Volume Change,2/10/2012,100280,-0.0159,
DOA,cargo_volume,Cargo Volume Change,3/10/2012,159917,0,
DOA,cargo_volume,Cargo Volume Change,4/10/2012,212901,-0.0129,
DOA,cargo_volume,Cargo Volume Change,5/10/2012,268628,-0.0136,
DOA,cargo_volume,Cargo Volume Change,6/10/2012,324002,-0.015,
DOA,cargo_volume,Cargo Volume Change,7/10/2012,378180,-0.0148,
DOA,cargo_volume,Cargo Volume Change,8/10/2012,433694,-0.0105,
DOA,cargo_volume,Cargo Volume Change,9/10/2012,488610,-0.0108,
DOA,cargo_volume,Cargo Volume Change,10/10/2012,544583,-0.0118,
DOA,cargo_volume,Cargo Volume Change,11/10/2012,599621,-0.0106,
DOA,cargo_volume,Cargo Volume Change,12/10/2012,654012,-0.0138,
DOA,cargo_volume,Cargo Volume Change,1/10/2013,50070,0.0411,
DOA,cargo_volume,Cargo Volume Change,2/10/2013,97790,-0.0248,
DOA,cargo_volume,Cargo Volume Change,3/10/2013,153449,-0.0404,
DOA,cargo_volume,Cargo Volume Change,4/10/2013,203775,-0.042864994,
DOA,cargo_volume,Cargo Volume Change,5/10/2013,255620,-0.0484203,
DOA,cargo_volume,Cargo Volume Change,6/10/2013,305667,-0.056586245,
DOA,cargo_volume,Cargo Volume Change,7/10/2013,355773,-0.059247076,
DOA,cargo_volume,Cargo Volume Change,8/10/2013,408061,-0.059101715,
DOA,cargo_volume,Cargo Volume Change,9/10/2013,458935,-0.060731587,
DOA,cargo_volume,Cargo Volume Change,10/10/2013,513904,-0.05633495,
DOA,cargo_volume,Cargo Volume Change,11/10/2013,565861,-0.058,
DOA,cargo_volume,Cargo Volume Change,12/10/2013,616365,-0.057561723,
DOA,cargo_volume,Cargo Volume Change,1/10/2014,45542,-0.0905,
DOA,cargo_volume,Cargo Volume Change,2/10/2014,88667,-0.093291748,
DOA,cargo_volume,Cargo Volume Change,3/10/2014,141463,-0.078110643,
DOA,cargo_volume,Cargo Volume Change,4/10/2014,190052,-0.067343884,
DOA,cargo_volume,Cargo Volume Change,5/10/2014,241300,-0.056020656,
DOA,cargo_volume,Cargo Volume Change,6/10/2014,291061,-0.047784026,
DOA,cargo_volume,Cargo Volume Change,7/10/2014,342614,-0.036987068,
DOA,cargo_volume,Cargo Volume Change,8/10/2014,394802,-0.0325,
DOA,cargo_volume,Cargo Volume Change,9/10/2014,444966,-0.0304,
DOA,cargo_volume,Cargo Volume Change,10/10/2014,499684,-0.0277,
DOA,cargo_volume,Cargo Volume Change,11/10/2014,550273,-0.0275,
DOA,cargo_volume,Cargo Volume Change,12/10/2014,601270,-0.0245,
DOA,cargo_volume,Cargo Volume Change,1/10/2015,47888,0.0515,
DOA,cargo_volume,Cargo Volume Change,2/10/2015,97005,0.094,
DOA,cargo_volume,Cargo Volume Change,3/10/2015,154139,0.0896,
DOA,cargo_volume,Cargo Volume Change,4/10/2015,205727,0.0825,
DOA,cargo_volume,Cargo Volume Change,5/10/2015,256853,0.0645,
DOA,cargo_volume,Cargo Volume Change,6/10/2015,307472,0.0564,
DOA,cargo_volume,Cargo Volume Change,7/10/2015,358446,0.0462,
DOA,cargo_volume,Cargo Volume Change,8/10/2015,409366,0.0369,
DOA,passenger_volume,Passengers Change,1/10/2012,6800851,0.073,
DOA,passenger_volume,Passengers Change,2/10/2012,13537637,0.0751,
DOA,passenger_volume,Passengers Change,3/10/2012,21758657,0.0614,
DOA,passenger_volume,Passengers Change,4/10/2012,29744566,0.0563,
DOA,passenger_volume,Passengers Change,5/10/2012,38206174,0.0469,
DOA,passenger_volume,Passengers Change,6/10/2012,46961939,0.0446,
DOA,passenger_volume,Passengers Change,7/10/2012,55868147,0.0381,
DOA,passenger_volume,Passengers Change,8/10/2012,64405710,0.036,
DOA,passenger_volume,Passengers Change,9/10/2012,72005624,0.0337,
DOA,passenger_volume,Passengers Change,10/10/2012,80275856,0.033,
DOA,passenger_volume,Passengers Change,11/10/2012,88060356,0.0338,
DOA,passenger_volume,Passengers Change,12/10/2012,95513828,0.0338,
DOA,passenger_volume,Passengers Change,1/10/2013,7010088,0.030766297,
DOA,passenger_volume,Passengers Change,2/10/2013,13690415,0.0113,
DOA,passenger_volume,Passengers Change,3/10/2013,21904677,0.0067,
DOA,passenger_volume,Passengers Change,4/10/2013,29823377,0.002649593,
DOA,passenger_volume,Passengers Change,5/10/2013,38153952,-0.001355357,
DOA,passenger_volume,Passengers Change,6/10/2013,46603274,-0.007637355,
DOA,passenger_volume,Passengers Change,7/10/2013,55228365,-0.011451642,
DOA,passenger_volume,Passengers Change,8/10/2013,63579546,-0.012827496,
DOA,passenger_volume,Passengers Change,9/10/2013,71107117,-0.012478289,
DOA,passenger_volume,Passengers Change,10/10/2013,79197408,-0.013434276,
DOA,passenger_volume,Passengers Change,11/10/2013,86574929,-0.016868283,
DOA,passenger_volume,Passengers Change,12/10/2013,94431224,-0.011334526,
DOA,passenger_volume,Passengers Change,1/10/2014,6835411,-0.024917947,
DOA,passenger_volume,Passengers Change,2/10/2014,13238598,-0.033002433,
DOA,passenger_volume,Passengers Change,3/10/2014,21636490,-0.012243367,
DOA,passenger_volume,Passengers Change,4/10/2014,29798052,-0.000849166,
DOA,passenger_volume,Passengers Change,5/10/2014,38409411,0.006684683,
DOA,passenger_volume,Passengers Change,6/10/2014,47006362,0.008649349,
DOA,passenger_volume,Passengers Change,7/10/2014,55940181,0.012888594,
DOA,passenger_volume,Passengers Change,8/10/2014,64506915,0.0146,
DOA,passenger_volume,Passengers Change,9/10/2014,72255229,0.0161,
DOA,passenger_volume,Passengers Change,10/10/2014,80693034,0.0189,
DOA,passenger_volume,Passengers Change,11/10/2014,88358577,0.0206,
DOA,passenger_volume,Passengers Change,12/10/2014,96178899,0.0185,
DOA,passenger_volume,Passengers Change,1/10/2015,7288267,0.0663,
DOA,passenger_volume,Passengers Change,2/10/2015,14122258,0.0667,
DOA,passenger_volume,Passengers Change,3/10/2015,22746009,0.0513,
DOA,passenger_volume,Passengers Change,4/10/2015,31164379,0.0459,
DOA,passenger_volume,Passengers Change,5/10/2015,40058718,0.0429,
DOA,passenger_volume,Passengers Change,6/10/2015,49094512,0.0444,
DOA,passenger_volume,Passengers Change,6/10/2015,58479309,0.0454,
DOA,passenger_volume,Passengers Change,7/10/2015,67533260,0.0469,
DOC,jail_population,Average Daily Population Of Jail,1/10/2010,,447,
DOC,jail_population,Average Daily Population Of Jail,2/10/2010,,475,
DOC,jail_population,Average Daily Population Of Jail,3/10/2010,,529,
DOC,jail_population,Average Daily Population Of Jail,4/10/2010,,522,
DOC,jail_population,Average Daily Population Of Jail,5/10/2010,,520,
DOC,jail_population,Average Daily Population Of Jail,6/10/2010,,543,
DOC,jail_population,Average Daily Population Of Jail,7/10/2010,,579,
DOC,jail_population,Average Daily Population Of Jail,8/10/2010,,593,
DOC,jail_population,Average Daily Population Of Jail,9/10/2010,,608,
DOC,jail_population,Average Daily Population Of Jail,10/10/2010,,560,
DOC,jail_population,Average Daily Population Of Jail,11/10/2010,,555,
DOC,jail_population,Average Daily Population Of Jail,12/10/2010,,442,
DOC,jail_population,Average Daily Population Of Jail,1/10/2011,,465,
DOC,jail_population,Average Daily Population Of Jail,2/10/2011,,442,
DOC,jail_population,Average Daily Population Of Jail,3/10/2011,,359,
DOC,jail_population,Average Daily Population Of Jail,4/10/2011,,401,
DOC,jail_population,Average Daily Population Of Jail,5/10/2011,,515,
DOC,jail_population,Average Daily Population Of Jail,6/10/2011,,548,
DOC,jail_population,Average Daily Population Of Jail,7/10/2011,,532,
DOC,jail_population,Average Daily Population Of Jail,8/10/2011,,589,
DOC,jail_population,Average Daily Population Of Jail,9/10/2011,,525,
DOC,jail_population,Average Daily Population Of Jail,10/10/2011,,484,
DOC,jail_population,Average Daily Population Of Jail,11/10/2011,,441,
DOC,jail_population,Average Daily Population Of Jail,12/10/2011,,476,
DOC,jail_population,Average Daily Population Of Jail,1/10/2012,,466,
DOC,jail_population,Average Daily Population Of Jail,2/10/2012,,450,
DOC,jail_population,Average Daily Population Of Jail,3/10/2012,,459,
DOC,jail_population,Average Daily Population Of Jail,4/10/2012,,450,
DOC,jail_population,Average Daily Population Of Jail,5/10/2012,,498,
DOC,jail_population,Average Daily Population Of Jail,6/10/2012,,485,
DOC,jail_population,Average Daily Population Of Jail,7/10/2012,,520,
DOC,jail_population,Average Daily Population Of Jail,8/10/2012,,538,
DOC,jail_population,Average Daily Population Of Jail,9/10/2012,,503,
DOC,jail_population,Average Daily Population Of Jail,10/10/2012,,479,
DOC,jail_population,Average Daily Population Of Jail,11/10/2012,,391,
DOC,jail_population,Average Daily Population Of Jail,12/10/2012,,394,
DOC,jail_population,Average Daily Population Of Jail,1/10/2013,,406,
DOC,jail_population,Average Daily Population Of Jail,2/10/2013,,421,
DOC,jail_population,Average Daily Population Of Jail,3/10/2013,,425,
DOC,jail_population,Average Daily Population Of Jail,4/10/2013,,476,
DOC,jail_population,Average Daily Population Of Jail,5/10/2013,,584,
DOC,jail_population,Average Daily Population Of Jail,6/10/2013,,615,
DOC,jail_population,Average Daily Population Of Jail,7/10/2013,,624,
DOC,jail_population,Average Daily Population Of Jail,8/10/2013,,592,
DOC,jail_population,Average Daily Population Of Jail,9/10/2013,,659,
DOC,jail_population,Average Daily Population Of Jail,10/10/2013,,654,
DOC,jail_population,Average Daily Population Of Jail,11/10/2013,,672,
DOC,jail_population,Average Daily Population Of Jail,12/10/2013,,555,
DOC,jail_population,Average Daily Population Of Jail,1/10/2014,,520,
DOC,jail_population,Average Daily Population Of Jail,2/10/2014,,589,
DOC,jail_population,Average Daily Population Of Jail,3/10/2014,,524,
DOC,jail_population,Average Daily Population Of Jail,4/10/2014,,540,
DOC,jail_population,Average Daily Population Of Jail,5/10/2014,,669,
DOC,jail_population,Average Daily Population Of Jail,6/10/2014,,696,
DOC,jail_population,Average Daily Population Of Jail,7/10/2014,,732,
DOC,jail_population,Average Daily Population Of Jail,8/10/2014,,657,
DOC,jail_population,Average Daily Population Of Jail,9/10/2014,,597,
DOC,jail_population,Average Daily Population Of Jail,10/10/2014,,529,
DOC,jail_population,Average Daily Population Of Jail,11/10/2014,,460,
DOC,jail_population,Average Daily Population Of Jail,12/10/2014,,434,
DOC,jail_population,Average Daily Population Of Jail,1/10/2015,,431,
DOC,jail_population,Average Daily Population Of Jail,2/10/2015,,482,
DOC,jail_population,Average Daily Population Of Jail,3/10/2015,,412,
DOC,jail_population,Average Daily Population Of Jail,4/10/2015,,412,
DOC,jail_population,Average Daily Population Of Jail,5/10/2015,,418,
DOC,jail_population,Average Daily Population Of Jail,6/10/2015,,430,
DOC,jail_population,Average Daily Population Of Jail,7/10/2015,,440,
DOC,jail_population,Average Daily Population Of Jail,8/10/2015,,362,
DOC,jail_population,Average Daily Population Of Jail,9/10/2015,,364,
DOC,community_involvement,Community Partnerships,1/10/2014,,30,
DOC,community_involvement,Community Partnerships,2/10/2014,,16,
DOC,community_involvement,Community Partnerships,3/10/2014,,37,
DOC,community_involvement,Community Partnerships,4/10/2014,,104,
DOC,community_involvement,Community Partnerships,5/10/2014,,86,
DOC,community_involvement,Community Partnerships,6/10/2014,,108,
DOC,community_involvement,Community Partnerships,7/10/2014,,73,
DOC,community_involvement,Community Partnerships,8/10/2014,,42,
DOC,community_involvement,Community Partnerships,9/10/2014,,44,
DOC,community_involvement,Community Partnerships,10/10/2014,,50,
DOC,community_involvement,Community Partnerships,11/10/2014,,26,
DOC,community_involvement,Community Partnerships,12/10/2014,,41,
DOC,community_involvement,Community Partnerships,1/10/2015,,52,
DOC,community_involvement,Community Partnerships,2/10/2015,,25,
DOC,community_involvement,Community Partnerships,3/10/2015,,48,
DOC,community_involvement,Community Partnerships,4/10/2015,,65,
DOC,community_involvement,Community Partnerships,5/10/2015,,52,
DOC,community_involvement,Community Partnerships,6/10/2015,,57,
DOC,community_involvement,Community Partnerships,7/10/2015,,67,
DOC,community_involvement,Community Partnerships,8/10/2015,,67,
DOC,community_involvement,Community Partnerships,9/10/2015,,65,
DOC,safety_and_security,Escape Attempts,1/10/2014,,0,
DOC,safety_and_security,Escape Attempts,2/10/2014,,0,
DOC,safety_and_security,Escape Attempts,3/10/2014,,0,
DOC,safety_and_security,Escape Attempts,4/10/2014,,0,
DOC,safety_and_security,Escape Attempts,5/10/2014,,0,
DOC,safety_and_security,Escape Attempts,6/10/2014,,0,
DOC,safety_and_security,Escape Attempts,7/10/2014,,0,
DOC,safety_and_security,Escape Attempts,8/10/2014,,0,
DOC,safety_and_security,Escape Attempts,9/10/2014,,0,
DOC,safety_and_security,Escape Attempts,10/10/2014,,0,
DOC,safety_and_security,Escape Attempts,11/10/2014,,0,
DOC,safety_and_security,Escape Attempts,12/10/2014,,0,
DOC,safety_and_security,Escape Attempts,1/10/2015,,1,
DOC,safety_and_security,Escape Attempts,2/10/2015,,0,
DOC,safety_and_security,Escape Attempts,3/10/2015,,0,
DOC,safety_and_security,Escape Attempts,4/10/2015,,0,
DOC,safety_and_security,Escape Attempts,5/10/2015,,0,
DOC,safety_and_security,Escape Attempts,6/10/2015,,0,
DOC,safety_and_security,Escape Attempts,7/10/2015,,0,
DOC,safety_and_security,Escape Attempts,8/10/2015,,0,
DOC,safety_and_security,Escape Attempts,9/10/2015,,0,
DOC,safety_and_security,Inmate Accidents,4/10/2013,,5,
DOC,safety_and_security,Inmate Accidents,5/10/2013,,2,
DOC,safety_and_security,Inmate Accidents,6/10/2013,,5,
DOC,safety_and_security,Inmate Accidents,7/10/2013,,8,
DOC,safety_and_security,Inmate Accidents,8/10/2013,,5,
DOC,safety_and_security,Inmate Accidents,9/10/2013,,2,
DOC,safety_and_security,Inmate Accidents,10/10/2013,,4,
DOC,safety_and_security,Inmate Accidents,11/10/2013,,3,
DOC,safety_and_security,Inmate Accidents,12/10/2013,,2,
DOC,safety_and_security,Inmate Accidents,1/10/2014,,8,
DOC,safety_and_security,Inmate Accidents,2/10/2014,,1,
DOC,safety_and_security,Inmate Accidents,3/10/2014,,5,
DOC,safety_and_security,Inmate Accidents,4/10/2014,,4,
DOC,safety_and_security,Inmate Accidents,5/10/2014,,6,
DOC,safety_and_security,Inmate Accidents,6/10/2014,,3,
DOC,safety_and_security,Inmate Accidents,7/10/2014,,5,
DOC,safety_and_security,Inmate Accidents,8/10/2014,,5,
DOC,safety_and_security,Inmate Accidents,9/10/2014,,1,
DOC,safety_and_security,Inmate Accidents,10/10/2014,,0,
DOC,safety_and_security,Inmate Accidents,11/10/2014,,2,
DOC,safety_and_security,Inmate Accidents,12/10/2014,,1,
DOC,safety_and_security,Inmate Accidents,1/10/2015,,1,
DOC,safety_and_security,Inmate Accidents,2/10/2015,,4,
DOC,safety_and_security,Inmate Accidents,3/10/2015,,3,
DOC,safety_and_security,Inmate Accidents,4/10/2015,,2,
DOC,safety_and_security,Inmate Accidents,5/10/2015,,2,
DOC,safety_and_security,Inmate Accidents,6/10/2015,,3,
DOC,safety_and_security,Inmate Accidents,7/10/2015,,2,
DOC,safety_and_security,Inmate Accidents,8/10/2015,,2,
DOC,safety_and_security,Inmate Accidents,9/10/2015,,1,
DOC,jail_population,Inmates Booked,1/10/2010,,2237,
DOC,jail_population,Inmates Booked,2/10/2010,,2367,
DOC,jail_population,Inmates Booked,3/10/2010,,2809,
DOC,jail_population,Inmates Booked,4/10/2010,,2751,
DOC,jail_population,Inmates Booked,5/10/2010,,2711,
DOC,jail_population,Inmates Booked,6/10/2010,,2765,
DOC,jail_population,Inmates Booked,7/10/2010,,2926,
DOC,jail_population,Inmates Booked,8/10/2010,,2928,
DOC,jail_population,Inmates Booked,9/10/2010,,2776,
DOC,jail_population,Inmates Booked,10/10/2010,,2826,
DOC,jail_population,Inmates Booked,11/10/2010,,2395,
DOC,jail_population,Inmates Booked,12/10/2010,,2759,
DOC,jail_population,Inmates Booked,1/10/2011,,2669,
DOC,jail_population,Inmates Booked,2/10/2011,,2811,
DOC,jail_population,Inmates Booked,3/10/2011,,3104,
DOC,jail_population,Inmates Booked,4/10/2011,,3261,
DOC,jail_population,Inmates Booked,5/10/2011,,3163,
DOC,jail_population,Inmates Booked,6/10/2011,,3366,
DOC,jail_population,Inmates Booked,7/10/2011,,3402,
DOC,jail_population,Inmates Booked,8/10/2011,,3471,
DOC,jail_population,Inmates Booked,9/10/2011,,3168,
DOC,jail_population,Inmates Booked,10/10/2011,,2959,
DOC,jail_population,Inmates Booked,11/10/2011,,2751,
DOC,jail_population,Inmates Booked,12/10/2011,,2842,
DOC,jail_population,Inmates Booked,1/10/2012,,2802,
DOC,jail_population,Inmates Booked,2/10/2012,,2870,
DOC,jail_population,Inmates Booked,3/10/2012,,3160,
DOC,jail_population,Inmates Booked,4/10/2012,,2626,
DOC,jail_population,Inmates Booked,5/10/2012,,3067,
DOC,jail_population,Inmates Booked,6/10/2012,,3202,
DOC,jail_population,Inmates Booked,7/10/2012,,3044,
DOC,jail_population,Inmates Booked,8/10/2012,,3365,
DOC,jail_population,Inmates Booked,9/10/2012,,3111,
DOC,jail_population,Inmates Booked,10/10/2012,,3090,
DOC,jail_population,Inmates Booked,11/10/2012,,2483,
DOC,jail_population,Inmates Booked,12/10/2012,,2658,
DOC,jail_population,Inmates Booked,1/10/2013,,2568,
DOC,jail_population,Inmates Booked,2/10/2013,,2598,
DOC,jail_population,Inmates Booked,3/10/2013,,2804,
DOC,jail_population,Inmates Booked,4/10/2013,,2733,
DOC,jail_population,Inmates Booked,5/10/2013,,3049,
DOC,jail_population,Inmates Booked,6/10/2013,,2799,
DOC,jail_population,Inmates Booked,7/10/2013,,2811,
DOC,jail_population,Inmates Booked,8/10/2013,,2882,
DOC,jail_population,Inmates Booked,9/10/2013,,2860,
DOC,jail_population,Inmates Booked,10/10/2013,,2893,
DOC,jail_population,Inmates Booked,11/10/2013,,2396,
DOC,jail_population,Inmates Booked,12/10/2013,,2283,
DOC,jail_population,Inmates Booked,1/10/2014,,2435,
DOC,jail_population,Inmates Booked,2/10/2014,,2234,
DOC,jail_population,Inmates Booked,3/10/2014,,2727,
DOC,jail_population,Inmates Booked,4/10/2014,,2809,
DOC,jail_population,Inmates Booked,5/10/2014,,2941,
DOC,jail_population,Inmates Booked,6/10/2014,,2560,
DOC,jail_population,Inmates Booked,7/10/2014,,3077,
DOC,jail_population,Inmates Booked,8/10/2014,,2707,
DOC,jail_population,Inmates Booked,9/10/2014,,2566,
DOC,jail_population,Inmates Booked,10/10/2014,,2649,
DOC,jail_population,Inmates Booked,11/10/2014,,2070,
DOC,jail_population,Inmates Booked,12/10/2014,,2180,
DOC,jail_population,Inmates Booked,1/10/2015,,2494,
DOC,jail_population,Inmates Booked,2/10/2015,,2368,
DOC,jail_population,Inmates Booked,3/10/2015,,2609,
DOC,jail_population,Inmates Booked,4/10/2015,,2578,
DOC,jail_population,Inmates Booked,5/10/2015,,2478,
DOC,jail_population,Inmates Booked,6/10/2015,,2468,
DOC,jail_population,Inmates Booked,7/10/2015,,2644,
DOC,jail_population,Inmates Booked,8/10/2015,,2371,
DOC,jail_population,Inmates Booked,9/10/2015,,2240,
DOC,safety_and_security,Inmate-To-Inmate Assaults,4/10/2013,,1,
DOC,safety_and_security,Inmate-To-Inmate Assaults,5/10/2013,,2,
DOC,safety_and_security,Inmate-To-Inmate Assaults,6/10/2013,,4,
DOC,safety_and_security,Inmate-To-Inmate Assaults,7/10/2013,,8,
DOC,safety_and_security,Inmate-To-Inmate Assaults,8/10/2013,,0,
DOC,safety_and_security,Inmate-To-Inmate Assaults,9/10/2013,,2,
DOC,safety_and_security,Inmate-To-Inmate Assaults,10/10/2013,,3,
DOC,safety_and_security,Inmate-To-Inmate Assaults,11/10/2013,,5,
DOC,safety_and_security,Inmate-To-Inmate Assaults,12/10/2013,,5,
DOC,safety_and_security,Inmate-To-Inmate Assaults,1/10/2014,,4,
DOC,safety_and_security,Inmate-To-Inmate Assaults,2/10/2014,,1,
DOC,safety_and_security,Inmate-To-Inmate Assaults,3/10/2014,,0,
DOC,safety_and_security,Inmate-To-Inmate Assaults,4/10/2014,,1,
DOC,safety_and_security,Inmate-To-Inmate Assaults,5/10/2014,,0,
DOC,safety_and_security,Inmate-To-Inmate Assaults,6/10/2014,,0,
DOC,safety_and_security,Inmate-To-Inmate Assaults,7/10/2014,,0,
DOC,safety_and_security,Inmate-To-Inmate Assaults,8/10/2014,,3,
DOC,safety_and_security,Inmate-To-Inmate Assaults,9/10/2014,,0,
DOC,safety_and_security,Inmate-To-Inmate Assaults,10/10/2014,,1,
DOC,safety_and_security,Inmate-To-Inmate Assaults,11/10/2014,,1,
DOC,safety_and_security,Inmate-To-Inmate Assaults,12/10/2014,,2,
DOC,safety_and_security,Inmate-To-Inmate Assaults,1/10/2015,,3,
DOC,safety_and_security,Inmate-To-Inmate Assaults,2/10/2015,,4,
DOC,safety_and_security,Inmate-To-Inmate Assaults,3/10/2015,,0,
DOC,safety_and_security,Inmate-To-Inmate Assaults,4/10/2015,,3,
DOC,safety_and_security,Inmate-To-Inmate Assaults,5/10/2015,,3,
DOC,safety_and_security,Inmate-To-Inmate Assaults,6/10/2015,,2,
DOC,safety_and_security,Inmate-To-Inmate Assaults,7/10/2015,,2,
DOC,safety_and_security,Inmate-To-Inmate Assaults,8/10/2015,,1,
DOC,safety_and_security,Inmate-To-Inmate Assaults,9/10/2015,,2,
DOC,safety_and_security,Inmate-To-Staff Assaults,4/10/2013,,1,
DOC,safety_and_security,Inmate-To-Staff Assaults,5/10/2013,,2,
DOC,safety_and_security,Inmate-To-Staff Assaults,6/10/2013,,0,
DOC,safety_and_security,Inmate-To-Staff Assaults,7/10/2013,,0,
DOC,safety_and_security,Inmate-To-Staff Assaults,8/10/2013,,0,
DOC,safety_and_security,Inmate-To-Staff Assaults,9/10/2013,,1,
DOC,safety_and_security,Inmate-To-Staff Assaults,10/10/2013,,1,
DOC,safety_and_security,Inmate-To-Staff Assaults,11/10/2013,,1,
DOC,safety_and_security,Inmate-To-Staff Assaults,12/10/2013,,0,
DOC,safety_and_security,Inmate-To-Staff Assaults,1/10/2014,,0,
DOC,safety_and_security,Inmate-To-Staff Assaults,2/10/2014,,1,
DOC,safety_and_security,Inmate-To-Staff Assaults,3/10/2014,,2,
DOC,safety_and_security,Inmate-To-Staff Assaults,4/10/2014,,2,
DOC,safety_and_security,Inmate-To-Staff Assaults,5/10/2014,,1,
DOC,safety_and_security,Inmate-To-Staff Assaults,6/10/2014,,1,
DOC,safety_and_security,Inmate-To-Staff Assaults,7/10/2014,,3,
DOC,safety_and_security,Inmate-To-Staff Assaults,8/10/2014,,5,
DOC,safety_and_security,Inmate-To-Staff Assaults,9/10/2014,,3,
DOC,safety_and_security,Inmate-To-Staff Assaults,10/10/2014,,1,
DOC,safety_and_security,Inmate-To-Staff Assaults,11/10/2014,,2,
DOC,safety_and_security,Inmate-To-Staff Assaults,12/10/2014,,1,
DOC,safety_and_security,Inmate-To-Staff Assaults,1/10/2015,,0,
DOC,safety_and_security,Inmate-To-Staff Assaults,2/10/2015,,4,
DOC,safety_and_security,Inmate-To-Staff Assaults,3/10/2015,,0,
DOC,safety_and_security,Inmate-To-Staff Assaults,4/10/2015,,1,
DOC,safety_and_security,Inmate-To-Staff Assaults,5/10/2015,,0,
DOC,safety_and_security,Inmate-To-Staff Assaults,6/10/2015,,2,
DOC,safety_and_security,Inmate-To-Staff Assaults,7/10/2015,,2,
DOC,safety_and_security,Inmate-To-Staff Assaults,8/10/2015,,0,
DOC,safety_and_security,Inmate-To-Staff Assaults,9/10/2015,,0,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,12/10/2010,,48,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,1/10/2011,,160,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,2/10/2011,,192,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,3/10/2011,,256,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,4/10/2011,,137,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,5/10/2011,,154,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,6/10/2011,,209,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,7/10/2011,,94,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,8/10/2011,,84,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,9/10/2011,,629.751,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,10/10/2011,,384,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,11/10/2011,,1040,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,12/10/2011,,581.5,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,1/10/2012,,469,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,2/10/2012,,545,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,3/10/2012,,925.8,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,4/10/2012,,769.2,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,5/10/2012,,1024.5,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,6/10/2012,,700.5,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,7/10/2012,,928,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,8/10/2012,,704,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,9/10/2012,,655,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,10/10/2012,,569,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,11/10/2012,,697,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,12/10/2012,,676.5,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,1/10/2013,,876,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,2/10/2013,,894,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,3/10/2013,,1504,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,4/10/2013,,1539,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,5/10/2013,,1600,
DOC,community_involvement,Number Of Inmate Detail Hours Provided,6/10/2013,,917,
